41. Zeile und 98.Spalte, Wert:180548.5251730641
41. Zeile und 99.Spalte, Wert:179712.35812529898
41. Zeile und 100.Spalte, Wert:180528.66268922182
42. Zeile und 0.Spalte, Wert:169628.01211096393
42. Zeile und 1.Spalte, Wert:169491.28340017635
42. Zeile und 2.Spalte, Wert:170141.01407191835
42. Zeile und 3.Spalte, Wert:170675.32252838466
42. Zeile und 4.Spalte, Wert:172949.89256402623
42. Zeile und 5.Spalte, Wert:171597.36267502504
42. Zeile und 6.Spalte, Wert:171991.76595173898
42. Zeile und 7.Spalte, Wert:171914.63628106329
42. Zeile und 8.Spalte, Wert:172024.95769067417
42. Zeile und 9.Spalte, Wert:171944.80285138614
42. Zeile und 10.Spalte, Wert:173346.73475377946
42. Zeile und 11.Spalte, Wert:171919.93564338124
42. Zeile und 12.Spalte, Wert:173327.7283174548
42. Zeile und 13.Spalte, Wert:172934.41641116986
42. Zeile und 14.Spalte, Wert:173531.36548135412
42. Zeile und 15.Spalte, Wert:173893.06250955063
42. Zeile und 16.Spalte, Wert:174149.05691680635
42. Zeile und 17.Spalte, Wert:176122.46038371263
42. Zeile und 18.Spalte, Wert:174529.05415158003
42. Zeile und 19.Spalte, Wert:174830.5844047109
42. Zeile und 20.Spalte, Wert:175405.3349374956
42. Zeile und 21.Spalte, Wert:176568.0225624646
42. Zeile und 22.Spalte, Wert:177531.4402000976
42. Zeile und 23.Spalte, Wert:175452.27077217834
42. Zeile und 24.Spalte, Wert:174911.01450372138
42. Zeile und 25.Spalte, Wert:176958.64906574416
42. Zeile und 26.Spalte, Wert:177900.0096967268
42. Zeile und 27.Spalte, Wert:176501.60890682883
42. Zeile und 28.Spalte, Wert:175469.69730291417
42. Zeile und 29.Spalte, Wert:176860.92017596494
42. Zeile und 30.Spalte, Wert:178465.66058322298
42. Zeile und 31.Spalte, Wert:176854.95881824993
42. Zeile und 32.Spalte, Wert:177165.77215182479
42. Zeile und 33.Spalte, Wert:178367.78778856972
42. Zeile und 34.Spalte, Wert:178558.7398159639
42. Zeile und 35.Spalte, Wert:179455.4010985981
42. Zeile und 36.Spalte, Wert:177166.5300191227
42. Zeile und 37.Spalte, Wert:178860.76360522187
42. Zeile und 38.Spalte, Wert:178224.2991003984
42. Zeile und 39.Spalte, Wert:178716.443023188
42. Zeile und 40.Spalte, Wert:179751.0154202101
42. Zeile und 41.Spalte, Wert:179837.5537622259
42. Zeile und 42.Spalte, Wert:179639.68480268333
42. Zeile und 43.Spalte, Wert:178279.87503979687
42. Zeile und 44.Spalte, Wert:179732.28486080933
42. Zeile und 45.Spalte, Wert:180266.30629652785
42. Zeile und 46.Spalte, Wert:179416.78358120308
42. Zeile und 47.Spalte, Wert:180083.01254712165
42. Zeile und 48.Spalte, Wert:178683.99127238532
42. Zeile und 49.Spalte, Wert:180219.91469099026
42. Zeile und 50.Spalte, Wert:180360.4512114126
42. Zeile und 51.Spalte, Wert:180028.18119334482
42. Zeile und 52.Spalte, Wert:180663.53069637227
42. Zeile und 53.Spalte, Wert:181445.37578788665
42. Zeile und 54.Spalte, Wert:180248.8695110865
42. Zeile und 55.Spalte, Wert:180691.47180881607
42. Zeile und 56.Spalte, Wert:180397.78503907783
42. Zeile und 57.Spalte, Wert:180122.32268894106
42. Zeile und 58.Spalte, Wert:180561.18414530187
42. Zeile und 59.Spalte, Wert:177488.62108306904
42. Zeile und 60.Spalte, Wert:180381.49829580207
42. Zeile und 61.Spalte, Wert:180310.0148849874
42. Zeile und 62.Spalte, Wert:180321.72647490478
42. Zeile und 63.Spalte, Wert:180301.8920763776
42. Zeile und 64.Spalte, Wert:180701.98734969433
42. Zeile und 65.Spalte, Wert:180496.738635461
42. Zeile und 66.Spalte, Wert:180690.78448135298
42. Zeile und 67.Spalte, Wert:180684.78497167974
42. Zeile und 68.Spalte, Wert:180656.47961988035
42. Zeile und 69.Spalte, Wert:180399.38092740864
42. Zeile und 70.Spalte, Wert:180408.91938121902
42. Zeile und 71.Spalte, Wert:180662.82093403218
42. Zeile und 72.Spalte, Wert:180364.4182670478
42. Zeile und 73.Spalte, Wert:180481.53169045137
42. Zeile und 74.Spalte, Wert:180702.18798608778
42. Zeile und 75.Spalte, Wert:180538.44792513602
42. Zeile und 76.Spalte, Wert:180181.32323200133
42. Zeile und 77.Spalte, Wert:180564.88154310943
42. Zeile und 78.Spalte, Wert:180684.89060096908
42. Zeile und 79.Spalte, Wert:180393.6889911265
42. Zeile und 80.Spalte, Wert:180461.48468902742
42. Zeile und 81.Spalte, Wert:180489.38058095198
42. Zeile und 82.Spalte, Wert:180581.4842021647
42. Zeile und 83.Spalte, Wert:180138.42432749041
42. Zeile und 84.Spalte, Wert:180501.36848384718
42. Zeile und 85.Spalte, Wert:180471.99513520786
42. Zeile und 86.Spalte, Wert:180681.77656043853
42. Zeile und 87.Spalte, Wert:180679.92643972716
42. Zeile und 88.Spalte, Wert:180458.32320646473
42. Zeile und 89.Spalte, Wert:180348.35533683954
42. Zeile und 90.Spalte, Wert:180527.58187523237
42. Zeile und 91.Spalte, Wert:180619.60821946518
42. Zeile und 92.Spalte, Wert:180387.00581067716
42. Zeile und 93.Spalte, Wert:180438.45427214628
42. Zeile und 94.Spalte, Wert:180268.4451952701
42. Zeile und 95.Spalte, Wert:180388.12811365025
42. Zeile und 96.Spalte, Wert:180641.0277253116
42. Zeile und 97.Spalte, Wert:180284.2970953032
42. Zeile und 98.Spalte, Wert:180403.60249080995
42. Zeile und 99.Spalte, Wert:180443.9458284172
42. Zeile und 100.Spalte, Wert:179190.91068682988
43. Zeile und 0.Spalte, Wert:170132.82581493672
43. Zeile und 1.Spalte, Wert:171044.26615059417
43. Zeile und 2.Spalte, Wert:170937.06518385987
43. Zeile und 3.Spalte, Wert:168801.76553052917
43. Zeile und 4.Spalte, Wert:172697.44741640912
43. Zeile und 5.Spalte, Wert:172897.24592462633
43. Zeile und 6.Spalte, Wert:171862.9753584423
43. Zeile und 7.Spalte, Wert:170931.00210309206
43. Zeile und 8.Spalte, Wert:171570.9706211896
43. Zeile und 9.Spalte, Wert:171729.15340998393
43. Zeile und 10.Spalte, Wert:174493.3763753182
43. Zeile und 11.Spalte, Wert:173665.83423379724
43. Zeile und 12.Spalte, Wert:173606.9250473045
43. Zeile und 13.Spalte, Wert:173424.46522451722
43. Zeile und 14.Spalte, Wert:173574.31508278882
43. Zeile und 15.Spalte, Wert:172497.7446673294
43. Zeile und 16.Spalte, Wert:175001.6632659055
43. Zeile und 17.Spalte, Wert:175164.15471905057
43. Zeile und 18.Spalte, Wert:175067.76802686154
43. Zeile und 19.Spalte, Wert:176368.98300376788
43. Zeile und 20.Spalte, Wert:175524.34059962485
43. Zeile und 21.Spalte, Wert:174768.14382124806
43. Zeile und 22.Spalte, Wert:176064.03607431895
43. Zeile und 23.Spalte, Wert:176336.76598246398
43. Zeile und 24.Spalte, Wert:175822.37366376666
43. Zeile und 25.Spalte, Wert:176315.34186507092
43. Zeile und 26.Spalte, Wert:175641.4076557752
43. Zeile und 27.Spalte, Wert:177254.1871602235
43. Zeile und 28.Spalte, Wert:176997.07308281647
43. Zeile und 29.Spalte, Wert:177067.88785402584
43. Zeile und 30.Spalte, Wert:176169.16141521654
43. Zeile und 31.Spalte, Wert:178178.6275850072
43. Zeile und 32.Spalte, Wert:178598.15152910847
43. Zeile und 33.Spalte, Wert:178112.70711398157
43. Zeile und 34.Spalte, Wert:177749.13999456045
43. Zeile und 35.Spalte, Wert:179026.43654651687
43. Zeile und 36.Spalte, Wert:177923.96301706205
43. Zeile und 37.Spalte, Wert:178687.08878012781
43. Zeile und 38.Spalte, Wert:178214.20160331368
43. Zeile und 39.Spalte, Wert:177544.59419250634
43. Zeile und 40.Spalte, Wert:177355.96201785834
43. Zeile und 41.Spalte, Wert:179796.19380548695
43. Zeile und 42.Spalte, Wert:178725.31058690045
43. Zeile und 43.Spalte, Wert:179033.2529014229
43. Zeile und 44.Spalte, Wert:179015.40431455968
43. Zeile und 45.Spalte, Wert:178909.0481826189
43. Zeile und 46.Spalte, Wert:180218.4974082418
43. Zeile und 47.Spalte, Wert:179739.6188352446
43. Zeile und 48.Spalte, Wert:180219.0797276207
43. Zeile und 49.Spalte, Wert:180031.3217893221
43. Zeile und 50.Spalte, Wert:180210.5606828929
43. Zeile und 51.Spalte, Wert:180277.89684897684
43. Zeile und 52.Spalte, Wert:180626.68994386718
43. Zeile und 53.Spalte, Wert:180611.9716530357
43. Zeile und 54.Spalte, Wert:180320.28429217017
43. Zeile und 55.Spalte, Wert:178673.1581565824
43. Zeile und 56.Spalte, Wert:180573.25584294982
43. Zeile und 57.Spalte, Wert:179421.64862635278
43. Zeile und 58.Spalte, Wert:180353.1559559904
43. Zeile und 59.Spalte, Wert:180633.73285390707
43. Zeile und 60.Spalte, Wert:180688.4281865301
43. Zeile und 61.Spalte, Wert:180824.43390071043
43. Zeile und 62.Spalte, Wert:179980.94638618937
43. Zeile und 63.Spalte, Wert:180552.2965756057
43. Zeile und 64.Spalte, Wert:180465.34054811706
43. Zeile und 65.Spalte, Wert:180683.49591194215
43. Zeile und 66.Spalte, Wert:180648.74087600835
43. Zeile und 67.Spalte, Wert:180634.50262745342
43. Zeile und 68.Spalte, Wert:180644.14985895844
43. Zeile und 69.Spalte, Wert:180666.71185004426
43. Zeile und 70.Spalte, Wert:180661.01132807237
43. Zeile und 71.Spalte, Wert:180701.02378721166
43. Zeile und 72.Spalte, Wert:180252.83079929315
43. Zeile und 73.Spalte, Wert:180651.56857740282
43. Zeile und 74.Spalte, Wert:180689.80128396896
43. Zeile und 75.Spalte, Wert:180394.79733927388
43. Zeile und 76.Spalte, Wert:180710.65719208523
43. Zeile und 77.Spalte, Wert:179872.11103588928
43. Zeile und 78.Spalte, Wert:180687.9313249226
43. Zeile und 79.Spalte, Wert:178853.83741713877
43. Zeile und 80.Spalte, Wert:180635.6261650852
43. Zeile und 81.Spalte, Wert:180704.39331658173
43. Zeile und 82.Spalte, Wert:180569.11966475053
43. Zeile und 83.Spalte, Wert:180561.79232398685
43. Zeile und 84.Spalte, Wert:180041.79311317517
43. Zeile und 85.Spalte, Wert:180279.87536327774
43. Zeile und 86.Spalte, Wert:180616.64201141513
43. Zeile und 87.Spalte, Wert:180633.20300980352
43. Zeile und 88.Spalte, Wert:179639.58221461592
43. Zeile und 89.Spalte, Wert:180678.06569811612
43. Zeile und 90.Spalte, Wert:180623.4534570785
43. Zeile und 91.Spalte, Wert:180122.1741070246
43. Zeile und 92.Spalte, Wert:180664.4916072862
43. Zeile und 93.Spalte, Wert:180430.07077770037
43. Zeile und 94.Spalte, Wert:180471.93795489977
43. Zeile und 95.Spalte, Wert:180446.98885435335
43. Zeile und 96.Spalte, Wert:180703.81760543684
43. Zeile und 97.Spalte, Wert:180689.20391484152
43. Zeile und 98.Spalte, Wert:180401.1300530342
43. Zeile und 99.Spalte, Wert:179213.99300104525
43. Zeile und 100.Spalte, Wert:180289.91821174082
44. Zeile und 0.Spalte, Wert:170325.5685690475
44. Zeile und 1.Spalte, Wert:171028.89821390025
44. Zeile und 2.Spalte, Wert:171330.70117252186
44. Zeile und 3.Spalte, Wert:171316.14096808684
44. Zeile und 4.Spalte, Wert:171662.11767988844
44. Zeile und 5.Spalte, Wert:172264.4187019282
44. Zeile und 6.Spalte, Wert:173411.54069951415
44. Zeile und 7.Spalte, Wert:172205.61257228733
44. Zeile und 8.Spalte, Wert:172161.7991637027
44. Zeile und 9.Spalte, Wert:172498.00784259257
44. Zeile und 10.Spalte, Wert:172414.8634817848
44. Zeile und 11.Spalte, Wert:173897.6833859998
44. Zeile und 12.Spalte, Wert:171473.73199028336
44. Zeile und 13.Spalte, Wert:174158.69343936635
44. Zeile und 14.Spalte, Wert:174783.96752935986
44. Zeile und 15.Spalte, Wert:172236.06675176503
44. Zeile und 16.Spalte, Wert:174488.20873011058
44. Zeile und 17.Spalte, Wert:174789.94695384675
44. Zeile und 18.Spalte, Wert:174296.70789842616
44. Zeile und 19.Spalte, Wert:172717.48118996382
44. Zeile und 20.Spalte, Wert:175091.3891083291
44. Zeile und 21.Spalte, Wert:175934.85467946134
44. Zeile und 22.Spalte, Wert:174342.70348397054
44. Zeile und 23.Spalte, Wert:175840.2523680548
44. Zeile und 24.Spalte, Wert:175955.67223762855
44. Zeile und 25.Spalte, Wert:176016.75385970407
44. Zeile und 26.Spalte, Wert:176700.18777223155
44. Zeile und 27.Spalte, Wert:177476.11336769475
44. Zeile und 28.Spalte, Wert:178242.66911589316
44. Zeile und 29.Spalte, Wert:177281.50806946418
44. Zeile und 30.Spalte, Wert:177702.69369916653
44. Zeile und 31.Spalte, Wert:178766.6147923833
44. Zeile und 32.Spalte, Wert:176673.95542278883
44. Zeile und 33.Spalte, Wert:178295.46979421363
44. Zeile und 34.Spalte, Wert:178637.1122843334
44. Zeile und 35.Spalte, Wert:179104.7379871213
44. Zeile und 36.Spalte, Wert:179097.54990264823
44. Zeile und 37.Spalte, Wert:179088.28877892133
44. Zeile und 38.Spalte, Wert:177987.72201996885
44. Zeile und 39.Spalte, Wert:177895.8564575634
44. Zeile und 40.Spalte, Wert:179368.37120903682
44. Zeile und 41.Spalte, Wert:178146.229420598
44. Zeile und 42.Spalte, Wert:179781.3709540387
44. Zeile und 43.Spalte, Wert:177880.8591065608
44. Zeile und 44.Spalte, Wert:179527.07269807256
44. Zeile und 45.Spalte, Wert:180062.68037979977
44. Zeile und 46.Spalte, Wert:180463.06791464434
44. Zeile und 47.Spalte, Wert:179614.96422483004
44. Zeile und 48.Spalte, Wert:180466.463651129
44. Zeile und 49.Spalte, Wert:180216.44470300226
44. Zeile und 50.Spalte, Wert:179829.2835938452
44. Zeile und 51.Spalte, Wert:179601.80079268367
44. Zeile und 52.Spalte, Wert:179197.34161717398
44. Zeile und 53.Spalte, Wert:179372.97736810317
44. Zeile und 54.Spalte, Wert:181156.02984586605
44. Zeile und 55.Spalte, Wert:180335.00159251707
44. Zeile und 56.Spalte, Wert:180310.0077803281
44. Zeile und 57.Spalte, Wert:180456.89333470873
44. Zeile und 58.Spalte, Wert:180282.2611696874
44. Zeile und 59.Spalte, Wert:180411.46275448235
44. Zeile und 60.Spalte, Wert:180336.78769038216
44. Zeile und 61.Spalte, Wert:180519.6054366398
44. Zeile und 62.Spalte, Wert:180515.97705746331
44. Zeile und 63.Spalte, Wert:180464.76028455325
44. Zeile und 64.Spalte, Wert:180426.5984942645
44. Zeile und 65.Spalte, Wert:180444.0061394719
44. Zeile und 66.Spalte, Wert:180462.09614139688
44. Zeile und 67.Spalte, Wert:180509.9346442729
44. Zeile und 68.Spalte, Wert:180501.60959448537
44. Zeile und 69.Spalte, Wert:180468.16743505604
44. Zeile und 70.Spalte, Wert:180498.61845702483
44. Zeile und 71.Spalte, Wert:180505.3120393692
44. Zeile und 72.Spalte, Wert:180354.0895816879
44. Zeile und 73.Spalte, Wert:180424.3842012537
44. Zeile und 74.Spalte, Wert:180436.3963636404
44. Zeile und 75.Spalte, Wert:180487.96084069772
44. Zeile und 76.Spalte, Wert:179799.09128155507
44. Zeile und 77.Spalte, Wert:180299.3552134459
44. Zeile und 78.Spalte, Wert:180448.878517191
44. Zeile und 79.Spalte, Wert:180498.04823403724
44. Zeile und 80.Spalte, Wert:180367.99779287793
44. Zeile und 81.Spalte, Wert:180363.8948324381
44. Zeile und 82.Spalte, Wert:180451.3732239385
44. Zeile und 83.Spalte, Wert:180347.97925063732
44. Zeile und 84.Spalte, Wert:180480.77439423543
44. Zeile und 85.Spalte, Wert:180473.98526157957
44. Zeile und 86.Spalte, Wert:180378.92583002
44. Zeile und 87.Spalte, Wert:180494.76879711205
44. Zeile und 88.Spalte, Wert:180470.09162760235
44. Zeile und 89.Spalte, Wert:180323.63904739392
44. Zeile und 90.Spalte, Wert:180426.84041023572
44. Zeile und 91.Spalte, Wert:180379.71996834636
44. Zeile und 92.Spalte, Wert:180366.24431448834
44. Zeile und 93.Spalte, Wert:180457.83739808662
44. Zeile und 94.Spalte, Wert:180335.10774901984
44. Zeile und 95.Spalte, Wert:180284.16982418648
44. Zeile und 96.Spalte, Wert:179737.73459068415
44. Zeile und 97.Spalte, Wert:180451.7273007924
44. Zeile und 98.Spalte, Wert:179973.58139678938
44. Zeile und 99.Spalte, Wert:180482.8931624034
44. Zeile und 100.Spalte, Wert:180315.76785822102
45. Zeile und 0.Spalte, Wert:172035.6332915381
45. Zeile und 1.Spalte, Wert:171948.86399243274
45. Zeile und 2.Spalte, Wert:172136.5358191508
45. Zeile und 3.Spalte, Wert:172623.27690672703
45. Zeile und 4.Spalte, Wert:171782.5163140843
45. Zeile und 5.Spalte, Wert:173812.84098027274
45. Zeile und 6.Spalte, Wert:172744.6646179759
45. Zeile und 7.Spalte, Wert:173920.66842299374
45. Zeile und 8.Spalte, Wert:174474.62659906136
45. Zeile und 9.Spalte, Wert:174656.7531994424
45. Zeile und 10.Spalte, Wert:174433.45253572933
45. Zeile und 11.Spalte, Wert:175192.90874004934
45. Zeile und 12.Spalte, Wert:174984.5857243023
45. Zeile und 13.Spalte, Wert:175617.68871334114
45. Zeile und 14.Spalte, Wert:175180.11198627081
45. Zeile und 15.Spalte, Wert:175526.20520074115
45. Zeile und 16.Spalte, Wert:176360.5744545338
45. Zeile und 17.Spalte, Wert:175890.440396805
45. Zeile und 18.Spalte, Wert:176485.87127057297
45. Zeile und 19.Spalte, Wert:176708.75374059592
45. Zeile und 20.Spalte, Wert:176904.92246983707
45. Zeile und 21.Spalte, Wert:176571.25469185217
45. Zeile und 22.Spalte, Wert:177081.77053996993
45. Zeile und 23.Spalte, Wert:177372.9286247406
45. Zeile und 24.Spalte, Wert:177729.883021051
45. Zeile und 25.Spalte, Wert:178431.1126632255
45. Zeile und 26.Spalte, Wert:178039.6523153804
45. Zeile und 27.Spalte, Wert:178755.23646246069
45. Zeile und 28.Spalte, Wert:177912.54121250616
45. Zeile und 29.Spalte, Wert:177971.23733893732
45. Zeile und 30.Spalte, Wert:178779.62059259517
45. Zeile und 31.Spalte, Wert:179102.3612146281
45. Zeile und 32.Spalte, Wert:180320.78183711146
45. Zeile und 33.Spalte, Wert:179281.37795284894
45. Zeile und 34.Spalte, Wert:180044.26613187892
45. Zeile und 35.Spalte, Wert:180663.31751099488
45. Zeile und 36.Spalte, Wert:179730.27149663703
45. Zeile und 37.Spalte, Wert:180278.6428567094
45. Zeile und 38.Spalte, Wert:179185.65380550674
45. Zeile und 39.Spalte, Wert:180245.31546619514
45. Zeile und 40.Spalte, Wert:180430.3931626599
45. Zeile und 41.Spalte, Wert:180603.90576402997
45. Zeile und 42.Spalte, Wert:180610.9081622348
45. Zeile und 43.Spalte, Wert:180177.94365385483
45. Zeile und 44.Spalte, Wert:180232.1490496481
45. Zeile und 45.Spalte, Wert:180367.04208939482
45. Zeile und 46.Spalte, Wert:180660.9684064101
45. Zeile und 47.Spalte, Wert:180603.78816295514
45. Zeile und 48.Spalte, Wert:180313.83780561652
45. Zeile und 49.Spalte, Wert:180471.79141983276
45. Zeile und 50.Spalte, Wert:180428.16695262014
45. Zeile und 51.Spalte, Wert:180536.078348605
45. Zeile und 52.Spalte, Wert:180641.2004093349
45. Zeile und 53.Spalte, Wert:180578.65010770914
45. Zeile und 54.Spalte, Wert:180685.04592190977
45. Zeile und 55.Spalte, Wert:180592.45345610302
45. Zeile und 56.Spalte, Wert:180633.57645296038
45. Zeile und 57.Spalte, Wert:180660.5544384347
45. Zeile und 58.Spalte, Wert:180667.65713847362
45. Zeile und 59.Spalte, Wert:180545.9826186149
45. Zeile und 60.Spalte, Wert:180441.09130817614
45. Zeile und 61.Spalte, Wert:180657.14662055837
45. Zeile und 62.Spalte, Wert:180683.65186665507
45. Zeile und 63.Spalte, Wert:180663.6117003831
45. Zeile und 64.Spalte, Wert:180634.6071681178
45. Zeile und 65.Spalte, Wert:180682.27210357485
45. Zeile und 66.Spalte, Wert:180675.73734969183
45. Zeile und 67.Spalte, Wert:180669.8117318085
45. Zeile und 68.Spalte, Wert:180651.14721462125
45. Zeile und 69.Spalte, Wert:180683.88255680454
45. Zeile und 70.Spalte, Wert:180660.43179260715
45. Zeile und 71.Spalte, Wert:180673.68164480056
45. Zeile und 72.Spalte, Wert:180656.0080236245
45. Zeile und 73.Spalte, Wert:180665.00343928317
45. Zeile und 74.Spalte, Wert:180586.2839874031
45. Zeile und 75.Spalte, Wert:180670.43462101364
45. Zeile und 76.Spalte, Wert:180642.87780865934
45. Zeile und 77.Spalte, Wert:180670.2299512958
45. Zeile und 78.Spalte, Wert:180521.10928637892
45. Zeile und 79.Spalte, Wert:180682.45909884476
45. Zeile und 80.Spalte, Wert:180555.7091064803
45. Zeile und 81.Spalte, Wert:180996.00100432234
45. Zeile und 82.Spalte, Wert:180651.777468221
45. Zeile und 83.Spalte, Wert:180668.05042953626
45. Zeile und 84.Spalte, Wert:180680.5764716072
45. Zeile und 85.Spalte, Wert:180682.70169216028
45. Zeile und 86.Spalte, Wert:180681.18196602294
45. Zeile und 87.Spalte, Wert:180676.55811630562
45. Zeile und 88.Spalte, Wert:180589.8554244372
45. Zeile und 89.Spalte, Wert:180534.60188324776
45. Zeile und 90.Spalte, Wert:180586.92256220666
45. Zeile und 91.Spalte, Wert:180315.96428512852
45. Zeile und 92.Spalte, Wert:180506.85695768942
45. Zeile und 93.Spalte, Wert:180511.93006213332
45. Zeile und 94.Spalte, Wert:180612.8305378919
45. Zeile und 95.Spalte, Wert:180662.71183974174
45. Zeile und 96.Spalte, Wert:180126.4972341279
45. Zeile und 97.Spalte, Wert:180308.9480729344
45. Zeile und 98.Spalte, Wert:180458.8045249318
45. Zeile und 99.Spalte, Wert:180350.17224053535
45. Zeile und 100.Spalte, Wert:180576.5395098238
46. Zeile und 0.Spalte, Wert:172601.92926445886
46. Zeile und 1.Spalte, Wert:172172.3033837861
